P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APLP	GL	OL	0.127886	1.06478	0.143488	0.107119	293.043	303.08	234.351
GL	APLP	TACHP	0.124928	1.66673	0.047784	0.182576	248.26	304.399	236.789
GL	APLP	TACLP	0.364659	3.93239	4.20522e-05	0.221116	321.601	390.696	181.895
MADLP	MADHP	APLP	0.10077	2.01823	0.0217835	0.024054	890.82	63.6216	51.9732
OH	MADHP	APLP	0.0106797	0.188097	0.4254	0.00557454	661.21	125.385	122.735
MADHP	OL	APLP	0.0371068	0.515981	0.302934	0.0175459	725.875	115.894	107.601
APLP	TACHP	MADHP	0.0354888	0.411583	0.340323	0.0206942	368.734	263.684	245.609
APLP	TACLP	MADHP	0.208537	1.6027	0.0545	0.138083	364.939	349.459	228.859
MADLP	OH	APLP	0.0353211	0.734349	0.231368	0.018582	664.072	131.882	122.883
MADLP	OL	APLP	0.0891876	1.45206	0.0732423	0.0411794	739.637	121.767	101.825
APLP	TACHP	MADLP	0.049642	0.593354	0.276472	0.0299363	374.904	265.217	240.131
APLP	TACLP	MADLP	0.22268	1.74159	0.0407899	0.152691	371.057	351.283	223.329
OH	OL	APLP	0.0431515	1.7613	0.0390941	0.0230236	665.671	132.269	121.326
APLP	TACHP	OH	0.119493	1.46139	0.0719538	0.120268	352.705	288.523	226.93
APLP	TACLP	OH	0.32668	2.60825	0.0045503	0.378413	338.447	393.514	199.717
APLP	TACHP	OL	0.115013	1.38422	0.0831458	0.0944126	347.891	293.637	233.06
APLP	TACLP	OL	0.333853	2.62152	0.00437696	0.317463	331.001	406.903	203.214
TACHP	TACLP	APLP	0.0482795	0.680289	0.248161	0.0367099	504.975	140.652	127.696
GL	GH	MADHP	0.0597247	0.398843	0.345004	0.0365304	339.772	257.043	228.07
GL	GH	MADLP	0.0402571	0.274618	0.391805	0.0256068	346.471	248.862	229.6
GL	GH	OH	0.0603008	0.418828	0.337671	0.0690909	342.577	259.739	230.195
GL	GH	OL	0.083062	0.585456	0.279121	0.0715135	341.589	267.055	226.093
GL	GH	TACHP	0.231547	2.76761	0.00282341	0.302625	321.834	296.215	184.831
GL	GH	TACLP	0.536425	5.31662	5.28565e-08	0.302611	388.581	408.792	123.342
MADLP	MADHP	GH	0.1284	2.56892	0.00510077	0.0453681	782.797	65.3877	50.5069
OH	MADHP	GH	0.00043953	0.00655431	0.497385	0.000349335	550.137	124.101	123.992
MADHP	OL	GH	0.0361155	0.464864	0.321014	0.0261592	617.849	117.559	109.364
TACHP	GH	MADHP	0.19052	2.53469	0.00562731	0.107258	343.664	286.554	194.839
GH	TACLP	MADHP	0.0219952	0.170698	0.432231	0.0141598	343.298	251.17	240.359
MADLP	OH	GH	0.0581473	1.09191	0.137437	0.0450357	554.266	134.406	119.634
MADLP	OL	GH	0.102135	1.52271	0.0639152	0.0703541	632.686	124.507	101.431
TACHP	GH	MADLP	0.170801	2.3644	0.00902962	0.100129	351.221	279.23	197.76
GH	TACLP	MADLP	0.043864	0.348148	0.363864	0.0292611	351.029	254.606	233.209
OH	OL	GH	0.0330288	1.37405	0.0847128	0.0266043	553.578	129.868	121.564
TACHP	GH	OH	0.103113	1.40535	0.0799589	0.112884	328.615	271.396	220.659
GH	TACLP	OH	0.15929	1.26662	0.102645	0.204713	318.032	296.45	214.983
TACHP	GH	OL	0.0985247	1.32579	0.0924549	0.0843434	322.723	273.809	224.694
GH	TACLP	OL	0.180452	1.4307	0.0762575	0.176313	308.198	307.451	213.453
TACHP	TACLP	GH	0.159924	2.02081	0.0216495	0.179977	453.876	166.202	120.372
MADLP	MADHP	GL	0.0505799	1.47772	0.0697412	0.00804695	800.065	53.6824	48.5134
OH	MADHP	GL	0.00306925	0.0773113	0.469188	0.00106479	566.003	110.994	110.315
OL	MADHP	GL	0.020242	0.4743	0.317643	0.00591703	633.051	95.5933	91.8
TACHP	GL	MADHP	0.123084	0.905815	0.182517	0.0733745	260.944	286.245	223.503
GL	TACLP	MADHP	0.0565151	0.374096	0.354166	0.0501616	178.552	371.873	332.088
MADLP	OH	GL	0.0195562	0.482382	0.314767	0.00698952	566.441	117.037	112.548
MADLP	OL	GL	0.00725766	0.164565	0.434643	0.00214186	644.615	95.4738	94.098
TACHP	GL	MADLP	0.122221	0.910297	0.181333	0.0764566	265.466	285.598	223.389
GL	TACLP	MADLP	0.0578053	0.386781	0.349459	0.0540533	182.992	372.018	331.359
OL	OH	GL	0.0134592	0.493464	0.310843	0.00485746	578.796	117.238	114.125
TACHP	GL	OH	0.0394362	0.288446	0.386503	0.0471535	254.686	279.308	258.114
GL	TACLP	OH	0.14747	0.977778	0.164092	0.25961	168.019	431.886	320.876
TACHP	GL	OL	0.0151486	0.109542	0.456386	0.0140007	251.665	273.173	265.02
GL	TACLP	OL	0.177435	1.16678	0.12165	0.23562	163.084	447.788	312.828
TACLP	TACHP	GL	0.575712	6.11789	4.74104e-10	0.162106	620.377	175.488	47.2534
MADLP	MADHP	OH	0.0440319	1.10159	0.13532	0	365.889	74.515	68.2297
MADHP	MADLP	OL	0.0511275	0.887578	0.187384	0.226255	282.14	81.1048	73.2148
MADLP	MADHP	TACHP	0.0439536	1.79426	0.0363857	0.0112008	864.182	55.0569	50.4207
MADLP	MADHP	TACLP	0.0400967	1.52966	0.0630501	0.00569763	762.298	55.6999	51.4054
OH	OL	MADHP	0.208024	3.31523	0.000457833	0.244649	162.815	239.395	156.946
MADHP	OH	TACHP	0.172525	3.44919	0.000281132	0.100143	615.76	138.877	98.0085
MADHP	OH	TACLP	0.268421	4.53725	2.84956e-06	0.0940946	511.361	166.682	96.1362
MADHP	OL	TACHP	0.23628	4.11979	1.89605e-05	0.124443	682.293	132.889	82.0929
MADHP	OL	TACLP	0.37235	5.39744	3.37996e-08	0.121963	574.692	168.401	77.0191
TACHP	TACLP	MADHP	0.353771	2.95086	0.00158445	0.119901	575.971	196.168	93.642
OH	OL	MADLP	0.23939	3.85175	5.86387e-05	0.326176	165.655	250.124	153.501
MADLP	OH	TACHP	0.186864	3.55203	0.000191132	0.110063	615.109	144.512	99.007
MADLP	OH	TACLP	0.278088	4.44225	4.45113e-06	0.0992215	510.377	171.983	97.1426
MADLP	OL	TACHP	0.256152	4.1793	1.46206e-05	0.134301	693.211	135.917	80.4854
MADLP	OL	TACLP	0.387731	5.3083	5.53259e-08	0.126972	585.4	171.219	75.5419
TACHP	TACLP	MADLP	0.355978	2.98513	0.0014173	0.126428	580.018	195.92	93.0525
OH	OL	TACHP	0.0412233	1.5326	0.0626869	0.0269211	598.193	125.369	115.442
OH	OL	TACLP	0.0789481	2.54435	0.00547406	0.0306948	472.092	142.38	121.544
TACHP	TACLP	OH	0.42104	3.50174	0.000231117	0.294135	532.355	223.098	90.8945
TACHP	TACLP	OL	0.448643	3.76447	8.34521e-05	0.245764	519.472	231.052	87.9388
