P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACLP	TACHP	APHP	0.0180784	0.66387	0.253387	0.138115	275.469	112.234	108.248
GL	GH	APLP	0.0852906	3.38378	0.000357477	1.06425	166.338	168.829	142.293
GH	APLP	MADHP	0.0160965	0.950122	0.171025	0.0106812	217.872	134.186	129.934
GH	APLP	MADLP	0.0183037	1.07196	0.141868	0.012827	214.485	135.98	131.092
GH	APLP	OH	0.017339	1.75872	0.0393125	0.0397253	216.4	134.564	129.977
GH	APLP	OL	0.012439	1.32861	0.0919876	0.0192744	219.199	133.877	130.588
GH	APLP	TACHP	0.0286738	2.42007	0.00775887	0.0445343	205.653	141.699	133.799
GH	APLP	TACLP	0.0299438	2.07225	0.0191209	0.0195591	210.986	140.653	132.474
GL	APLP	MADHP	0.00785519	0.238623	0.405699	0.00559697	199.478	142.328	140.109
GL	APLP	MADLP	0.0233154	0.73633	0.230765	0.0174583	198.731	146.762	140.074
APLP	GL	OH	0.0110398	0.40863	0.341406	0.0282851	196.406	144.256	141.106
GL	APLP	OL	0.00858839	0.330808	0.370395	0.014217	200.951	142.164	139.743
APLP	GL	TACHP	0.0198313	0.493675	0.310768	0.0349749	182.58	151.036	145.162
APLP	GL	TACLP	0.0733593	1.52513	0.0636131	0.0535939	182.448	160.604	138.651
MADHP	MADLP	APLP	0.0287018	0.817788	0.206739	0.0608323	339.611	92.8528	87.6715
MADHP	OH	APLP	0.00775431	0.366515	0.35699	0.0217086	271.107	120.233	118.383
OL	MADHP	APLP	0.00617817	0.218857	0.413381	0.0189687	234.588	133.218	131.582
TACHP	APLP	MADHP	0.00767818	0.256002	0.398975	0.00598471	175.366	155.634	153.263
TACLP	APLP	MADHP	0.047339	1.80114	0.0358401	0.0358647	175.288	161.935	147.297
OH	MADLP	APLP	0.0138352	0.558013	0.288418	0.0400176	268.97	122.05	118.719
OL	MADLP	APLP	0.0268809	1.00818	0.156685	0.0795676	251.394	130.215	123.398
TACHP	APLP	MADLP	0.0308382	1.08533	0.138888	0.0245077	173.051	158.501	149.017
TACLP	APLP	MADLP	0.0238245	0.818792	0.206452	0.0192201	167.653	159.481	152.059
OL	OH	APLP	0.0121833	0.969931	0.16604	0.0407771	207.243	144.819	141.332
TACHP	APLP	OH	0.0167015	0.89336	0.185832	0.0439375	173.784	155.902	150.78
TACLP	APLP	OH	0.0342342	1.42076	0.0776929	0.085342	171.338	159.835	149.254
TACHP	APLP	OL	0.0542862	3.66265	0.00012481	0.0894425	179.746	158.378	142.068
TACLP	APLP	OL	0.0638851	2.79249	0.00261523	0.105879	177.669	162.68	143.142
TACLP	TACHP	APLP	0.0284837	1.07518	0.141146	0.0928834	275.9	115.164	108.785
GH	GL	MADHP	0.00752865	0.207552	0.41779	0.00510726	219.436	136.022	133.989
GL	GH	MADLP	0.00655459	0.192846	0.42354	0.00469705	219.056	138.154	136.354
GH	GL	OH	0.0283162	1.05966	0.14465	0.0670091	216.685	140.49	132.753
GH	GL	OL	0.00320918	0.119981	0.452249	0.00508888	221.01	135.757	134.889
GH	GL	TACHP	0.0486364	1.2376	0.107933	0.0778013	204.073	148.484	134.711
GH	GL	TACLP	0.104876	2.20798	0.0136228	0.0720607	204.609	158.719	128.588
MADHP	MADLP	GH	0.0252681	0.77121	0.220291	0.0384328	343.842	92.1956	87.6512
MADHP	OH	GH	0.00639213	0.249521	0.401479	0.0128113	274.71	119.25	117.735
OL	MADHP	GH	0.00257062	0.0876032	0.465096	0.00571191	237.102	131.48	130.806
GH	TACHP	MADHP	0.00600461	0.178695	0.429089	0.00472243	171.661	157.457	155.578
TACLP	GH	MADHP	0.0331838	1.13579	0.128023	0.0254488	171.131	161.705	151.318
OH	MADLP	GH	0.0126644	0.461024	0.322391	0.026014	272.932	121.123	118.094
OL	MADLP	GH	0.0207938	0.724549	0.234365	0.043839	254.161	128.094	122.876
TACHP	GH	MADLP	0.0147705	0.544665	0.292992	0.0118746	169.38	157.84	153.246
TACLP	GH	MADLP	0.00802365	0.338607	0.367453	0.0065615	164.049	159.168	156.634
OL	OH	GH	0.00772938	0.639732	0.261173	0.0185451	209.713	142.702	140.513
TACHP	GH	OH	0.00171941	0.085744	0.465835	0.00459073	170.462	155.893	155.358
TACLP	GH	OH	0.019083	0.868088	0.192673	0.0483475	167.973	160.061	154.067
TACHP	GH	OL	0.0427377	3.0526	0.00113435	0.0714023	175.597	158.839	145.819
TACLP	GH	OL	0.0521681	2.51427	0.00596398	0.088051	173.949	163.849	147.601
TACLP	TACHP	GH	0.0302618	1.15417	0.124216	0.0617505	281.967	113.331	106.674
MADHP	MADLP	GL	0.00384288	0.100112	0.460128	0.00221096	346.476	93.0305	92.3183
MADHP	OH	GL	0.0295297	1.08854	0.138177	0.0224092	273.57	125.846	118.627
OL	MADHP	GL	0.00686848	0.207844	0.417675	0.00567243	238.345	134.756	132.917
TACHP	GL	MADHP	0.000494475	0.0140725	0.494386	0.0003865	182.784	154.96	154.806
TACLP	GL	MADHP	0.0415042	1.34863	0.0887285	0.0304292	193.36	155.835	143.415
MADLP	OH	GL	0.0265563	0.89317	0.185883	0.0202702	272.867	125.766	119.259
OL	MADLP	GL	0.00995068	0.315153	0.376323	0.00787004	257.313	129.447	126.896
TACHP	GL	MADLP	0.00906486	0.264946	0.395526	0.00722469	182.71	155.598	152.802
TACLP	GL	MADLP	0.00244933	0.0833135	0.466801	0.00190223	187.138	150.325	149.591
OL	OH	GL	0.0313788	1.95731	0.0251557	0.0279462	208.132	148.858	139.8
TACHP	GL	OH	0.0267015	1.00613	0.157177	0.0709615	179.647	159.041	150.769
TACLP	GL	OH	0.0455579	1.67227	0.0472351	0.11075	187.878	157.572	143.84
TACHP	GL	OL	0.0461208	1.61512	0.0531428	0.0761653	187.179	157.516	143.627
TACLP	GL	OL	0.0580074	1.90182	0.0285971	0.0927579	195.457	156.094	138.978
TACHP	TACLP	GL	0.041462	0.86779	0.192755	0.0329926	266.99	121.828	112.127
MADLP	MADHP	OH	0.00255009	0.0569483	0.477293	0	221.675	122.46	121.837
MADHP	MADLP	OL	0.109228	2.48416	0.00649296	0.387474	252.466	126.886	101.897
MADLP	MADHP	TACHP	0.0104099	0.245353	0.403092	0.0100925	347.984	93.6727	91.7426
MADHP	MADLP	TACLP	0.0679435	1.51903	0.0643772	0.0283349	351.616	97.4351	85.0373
OL	OH	MADHP	0.137092	2.81962	0.002404	0.176194	124.524	212.974	161.62
OH	MADHP	TACHP	0.00368682	0.130633	0.448033	0.00470343	277.601	122.505	121.605
MADHP	OH	TACLP	0.0247795	0.848225	0.198156	0.0135018	283.614	122.158	116.25
OL	MADHP	TACHP	0.0582778	1.37645	0.0843414	0.0759053	245.15	141.408	125.834
OL	MADHP	TACLP	0.0248287	0.659979	0.254634	0.0147342	250.872	134.863	128.328
TACLP	TACHP	MADHP	0.0563668	1.83463	0.0332803	0.0300539	297.787	114.947	102.68
OL	OH	MADLP	0.0672724	1.22738	0.109839	0.100453	116.367	204.193	178.452
MADLP	OH	TACHP	0.00423508	0.179478	0.428781	0.00541494	277.512	122.139	121.109
OH	MADLP	TACLP	0.0267696	0.79136	0.214367	0.0150346	278.81	124.468	117.978
OL	MADLP	TACHP	0.0537624	1.48471	0.0688106	0.0665793	264.377	133.715	120.071
OL	MADLP	TACLP	0.0746704	2.04227	0.0205625	0.0426883	264.841	136.24	117.308
TACHP	TACLP	MADLP	0.00943869	0.279072	0.390095	0.00532628	292.918	110.209	108.148
OL	OH	TACHP	0.0513658	2.63257	0.00423709	0.0716353	217.724	150.178	135.504
OL	OH	TACLP	0.0439197	2.81387	0.00244744	0.0280545	220.876	147.87	135.428
TACLP	TACHP	OH	0.0252924	1.0416	0.1488	0.0440312	294.394	110.654	105.195
TACLP	TACHP	OL	0.0152392	0.697872	0.242628	0.0174901	305.919	107.505	104.278
