P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TACLP	APLP	MADLP	0.303207	4.61915	1.92654e-06	0.0799731	906.335	211.951	113.325
OH	OL	APLP	0.123486	3.24432	0.000588658	0.0235786	1043.79	96.3918	75.2023
APLP	TACHP	OH	0.535883	3.84561	6.01273e-05	0.358319	509.425	548.763	165.827
TACLP	APLP	OH	0.289203	4.18212	1.44403e-05	0.0801042	900.445	207.239	114.26
APLP	TACHP	OL	0.510544	3.8379	6.20467e-05	0.397107	498.201	542.526	175.793
TACLP	APLP	OL	0.275787	4.25199	1.05941e-05	0.0883217	878.729	206.713	117.342
TACHP	TACLP	APLP	0.619444	7.22667	2.47499e-13	0.629093	333.047	456.998	107.391
GL	GH	MADHP	0.667214	16.7202	0	0.332802	560.011	517.291	103.254
GL	GH	MADLP	0.660045	16.6863	0	0.339893	565.011	516.581	105.789
GL	GH	OH	0.666257	16.5286	0	0.362045	558.635	516.023	103.357
GL	GH	OL	0.640414	17.1012	0	0.392751	549.588	502.84	110.225
GL	GH	TACHP	0.255961	4.36631	6.31806e-06	0.453296	372.805	391.428	231.884
GH	GL	TACLP	0.234088	2.2337	0.0127513	0.196757	194.837	376.133	233.439
MADLP	MADHP	GH	0.0472238	2.2722	0.0115371	0.0438593	847.657	63.3074	57.5978
MADHP	OH	GH	0.000826931	0.0313239	0.487506	0.000860538	807.732	65.276	65.1681
OL	MADHP	GH	0.0209621	0.885652	0.187902	0.0309954	711.227	98.0867	94.0589
GH	TACHP	MADHP	0.0475717	0.643376	0.25999	0.0385484	381.706	352.366	320.363
TACLP	GH	MADHP	0.710566	21.8435	0	0.345798	609.237	527.915	89.3249
MADLP	OH	GH	0.0422515	2.26653	0.0117095	0.0443472	809.331	71.7522	65.9348
MADLP	OL	GH	0.00864949	0.48047	0.315447	0.0128243	723.663	98.0624	96.3805
GH	TACHP	MADLP	0.0509404	0.695457	0.243385	0.0430803	387.398	354.734	320.345
TACLP	GH	MADLP	0.702196	20.2095	0	0.352972	614.636	527.605	92.306
OL	OH	GH	0.0221773	1.21305	0.112555	0.0318255	722.581	95.3085	91.1729
GH	TACHP	OH	0.0614822	0.813575	0.207944	0.0572796	378.933	359.323	317.698
TACLP	GH	OH	0.701404	21.9355	0	0.374155	607.946	526.731	92.4411
GH	TACHP	OL	0.0751609	1.04278	0.148525	0.0836054	377.584	362.96	312.213
TACLP	GH	OL	0.659241	21.9822	0	0.400601	595.47	510.12	104.764
TACHP	TACLP	GH	0.0341896	0.637107	0.262028	0.294667	448.894	302.166	282.187
MADLP	MADHP	GL	0.0204822	0.704741	0.240486	0.00212806	1259.8	61.4187	58.9532
MADHP	OH	GL	0.0118016	0.305807	0.379876	0.00127865	1218.49	63.37	61.8917
MADHP	OL	GL	0.102458	2.79159	0.00262248	0.0150441	1103.36	93.5753	76.1824
GL	TACHP	MADHP	0.623309	6.88016	2.98935e-12	0.358526	450.616	580.819	134.78
TACLP	GL	MADHP	0.0779276	1.51392	0.0650232	0.0193588	807.87	169.818	145.264
MADLP	OH	GL	0.0297548	0.91564	0.179928	0.00340403	1218.49	68.2432	64.2994
MADLP	OL	GL	0.114049	4.13022	1.81206e-05	0.0171407	1115.21	96.9906	77.1322
GL	TACHP	MADLP	0.618695	6.92157	2.23332e-12	0.368308	455.486	582.365	137.184
TACLP	GL	MADLP	0.0766975	1.5	0.0668068	0.0198717	812.532	172.014	147.508
OH	OL	GL	0.0966563	3.20532	0.000674554	0.0137833	1114.31	90.2836	74.3689
GL	TACHP	OH	0.629961	6.81653	4.66325e-12	0.398563	447.783	587.716	133.425
TACLP	GL	OH	0.0682622	1.26122	0.103615	0.0186302	805.778	169.205	147.58
GL	TACHP	OL	0.612315	7.12508	5.20108e-13	0.443515	438.8	583.718	140.356
TACLP	GL	OL	0.039722	0.8215	0.205681	0.0125915	787.407	166.748	154.007
TACHP	TACLP	GL	0.619806	8.08502	3.10787e-16	0.383382	425.075	421.041	98.8248
MADLP	MADHP	OH	0.0273351	0.939133	0.173831	0	133.422	91.6358	86.7594
MADHP	MADLP	OL	0.0513709	1.6891	0.0455998	0	249.071	86.2954	77.8624
MADLP	MADHP	TACHP	0.0277596	1.16879	0.121245	0.0146891	813.874	61.5273	58.2036
MADLP	MADHP	TACLP	0.0210375	1.05178	0.14645	0.00193789	1281.63	58.6891	56.2707
OL	OH	MADHP	0.432697	8.00327	6.05798e-16	0.596693	99.0826	214.265	84.8423
MADHP	OH	TACHP	0.0733309	2.36258	0.00907405	0.043995	772.037	71.2064	61.4766
MADHP	OH	TACLP	0.0361782	1.21518	0.112148	0.00353843	1239.86	63.1157	58.7084
MADHP	OL	TACHP	0.0750044	2.40195	0.008154	0.0663417	671.88	105.459	90.7429
MADHP	OL	TACLP	0.172607	4.35912	6.52921e-06	0.0234475	1121.73	99.2042	69.9986
TACLP	TACHP	MADHP	0.809939	10.8072	0	0.37103	721.855	525.807	55.2148
OL	OH	MADLP	0.379695	8.13356	2.08438e-16	0.677688	100.655	210.961	94.8472
MADLP	OH	TACHP	0.093118	4.0513	2.5467e-05	0.0575737	772.572	76.6176	63.5642
MADLP	OH	TACLP	0.052655	2.28154	0.0112584	0.00546946	1240.1	68.2297	61.4038
MADLP	OL	TACHP	0.0905376	3.20558	0.000673948	0.0795796	683.5	108.645	90.6055
MADLP	OL	TACLP	0.182122	4.97639	3.23909e-07	0.0253484	1133.59	102.633	71.0089
TACLP	TACHP	MADLP	0.80445	10.595	0	0.380857	726.145	526.774	57.087
OH	OL	TACHP	0.0258056	0.951261	0.170736	0.0234659	679.766	99.1045	94.1183
OH	OL	TACLP	0.149373	4.81696	7.28822e-07	0.0199764	1132.17	95.4065	70.6084
TACLP	TACHP	OH	0.810265	10.7453	0	0.410016	717.953	531.636	55.721
TACLP	TACHP	OL	0.772812	10.6647	0	0.450753	704.476	523.145	67.0415
