P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APLP	OL	GL	0.0168381	0.117753	0.453132	0.0154079	234.351	303.08	293.043
TACHP	APLP	GL	0.0236484	0.226484	0.410412	0.0173018	304.399	248.26	236.789
GL	TACLP	APLP	0.0970029	0.94256	0.172953	0.17015	181.895	390.696	321.601
MADLP	MADHP	APLP	0.10077	2.01823	0.0217835	0.024054	890.82	63.6216	51.9732
OH	MADHP	APLP	0.0106797	0.188097	0.4254	0.00557454	661.21	125.385	122.735
MADHP	OL	APLP	0.0371068	0.515981	0.302934	0.0175459	725.875	115.894	107.601
APLP	TACHP	MADHP	0.0354888	0.411583	0.340323	0.0206942	368.734	263.684	245.609
MADHP	APLP	TACLP	0.0216681	0.165656	0.434214	0.0206468	228.859	364.939	349.459
MADLP	OH	APLP	0.0353211	0.734349	0.231368	0.018582	664.072	131.882	122.883
MADLP	OL	APLP	0.0891876	1.45206	0.0732423	0.0411794	739.637	121.767	101.825
APLP	TACHP	MADLP	0.049642	0.593354	0.276472	0.0299363	374.904	265.217	240.131
MADLP	APLP	TACLP	0.0273752	0.211269	0.416339	0.0262259	223.329	371.057	351.283
OH	OL	APLP	0.0431515	1.7613	0.0390941	0.0230236	665.671	132.269	121.326
OH	APLP	TACHP	0.100092	1.33034	0.0917027	0.174015	226.93	352.705	288.523
APLP	OH	TACLP	0.0752313	0.564921	0.286064	0.0750282	199.717	393.514	338.447
OL	APLP	TACHP	0.0845707	1.05139	0.14654	0.150736	233.06	347.891	293.637
APLP	OL	TACLP	0.102862	0.748652	0.227034	0.103383	203.214	406.903	331.001
TACHP	TACLP	APLP	0.0482795	0.680289	0.248161	0.0367099	504.975	140.652	127.696
GL	GH	MADHP	0.0597247	0.398843	0.345004	0.0365304	339.772	257.043	228.07
GL	GH	MADLP	0.0402571	0.274618	0.391805	0.0256068	346.471	248.862	229.6
GL	GH	OH	0.0603008	0.418828	0.337671	0.0690909	342.577	259.739	230.195
GL	GH	OL	0.083062	0.585456	0.279121	0.0715135	341.589	267.055	226.093
TACHP	GL	GH	0.0414517	0.502111	0.307795	0.100608	184.831	321.834	296.215
GL	TACLP	GH	0.0253467	0.284366	0.388065	0.0892578	123.342	408.792	388.581
MADLP	MADHP	GH	0.1284	2.56892	0.00510077	0.0453681	782.797	65.3877	50.5069
OH	MADHP	GH	0.00043953	0.00655431	0.497385	0.000349335	550.137	124.101	123.992
MADHP	OL	GH	0.0361155	0.464864	0.321014	0.0261592	617.849	117.559	109.364
MADHP	TACHP	GH	0.0906193	0.974465	0.164913	0.18229	194.839	343.664	286.554
GH	TACLP	MADHP	0.0219952	0.170698	0.432231	0.0141598	343.298	251.17	240.359
MADLP	OH	GH	0.0581473	1.09191	0.137437	0.0450357	554.266	134.406	119.634
MADLP	OL	GH	0.102135	1.52271	0.0639152	0.0703541	632.686	124.507	101.431
MADLP	TACHP	GH	0.114189	1.30781	0.0954681	0.219483	197.76	351.221	279.23
GH	TACLP	MADLP	0.043864	0.348148	0.363864	0.0292611	351.029	254.606	233.209
OH	OL	GH	0.0330288	1.37405	0.0847128	0.0266043	553.578	129.868	121.564
OH	TACHP	GH	0.0953631	1.18986	0.117051	0.183306	220.659	328.615	271.396
OH	GH	TACLP	0.0351232	0.280493	0.38955	0.031802	214.983	318.032	296.45
OL	TACHP	GH	0.0819981	1.011	0.156009	0.160665	224.694	322.723	273.809
OL	GH	TACLP	0.00121222	0.00918403	0.496336	0.00113374	213.453	308.198	307.451
TACHP	TACLP	GH	0.159924	2.02081	0.0216495	0.179977	453.876	166.202	120.372
MADLP	MADHP	GL	0.0505799	1.47772	0.0697412	0.00804695	800.065	53.6824	48.5134
OH	MADHP	GL	0.00306925	0.0773113	0.469188	0.00106479	566.003	110.994	110.315
OL	MADHP	GL	0.020242	0.4743	0.317643	0.00591703	633.051	95.5933	91.8
TACHP	MADHP	GL	0.0462389	0.366373	0.357044	0.0381635	223.503	286.245	260.944
GL	TACLP	MADHP	0.0565151	0.374096	0.354166	0.0501616	178.552	371.873	332.088
MADLP	OH	GL	0.0195562	0.482382	0.314767	0.00698952	566.441	117.037	112.548
MADLP	OL	GL	0.00725766	0.164565	0.434643	0.00214186	644.615	95.4738	94.098
TACHP	MADLP	GL	0.0365337	0.29045	0.385736	0.0303667	223.389	285.598	265.466
GL	TACLP	MADLP	0.0578053	0.386781	0.349459	0.0540533	182.992	372.018	331.359
OL	OH	GL	0.0134592	0.493464	0.310843	0.00485746	578.796	117.238	114.125
GL	OH	TACHP	0.00668547	0.0835188	0.46672	0.00932929	279.308	258.114	254.686
GL	TACLP	OH	0.14747	0.977778	0.164092	0.25961	168.019	431.886	320.876
TACHP	GL	OL	0.0151486	0.109542	0.456386	0.0140007	251.665	273.173	265.02
GL	TACLP	OL	0.177435	1.16678	0.12165	0.23562	163.084	447.788	312.828
GL	TACLP	TACHP	0.559	8.16816	1.56559e-16	1.20601	47.2534	620.377	175.488
MADLP	MADHP	OH	0.0440319	1.10159	0.13532	0	365.889	74.515	68.2297
MADHP	MADLP	OL	0.0511275	0.887578	0.187384	0.226255	282.14	81.1048	73.2148
MADLP	MADHP	TACHP	0.0439536	1.79426	0.0363857	0.0112008	864.182	55.0569	50.4207
MADLP	MADHP	TACLP	0.0400967	1.52966	0.0630501	0.00569763	762.298	55.6999	51.4054
MADHP	OL	OH	0.0183543	0.346251	0.364577	0	239.395	162.815	156.946
MADHP	OH	TACHP	0.172525	3.44919	0.000281132	0.100143	615.76	138.877	98.0085
MADHP	OH	TACLP	0.268421	4.53725	2.84956e-06	0.0940946	511.361	166.682	96.1362
MADHP	OL	TACHP	0.23628	4.11979	1.89605e-05	0.124443	682.293	132.889	82.0929
MADHP	OL	TACLP	0.37235	5.39744	3.37996e-08	0.121963	574.692	168.401	77.0191
TACHP	TACLP	MADHP	0.353771	2.95086	0.00158445	0.119901	575.971	196.168	93.642
MADLP	OL	OH	0.0380828	0.783884	0.216554	0	250.124	165.655	153.501
MADLP	OH	TACHP	0.186864	3.55203	0.000191132	0.110063	615.109	144.512	99.007
MADLP	OH	TACLP	0.278088	4.44225	4.45113e-06	0.0992215	510.377	171.983	97.1426
MADLP	OL	TACHP	0.256152	4.1793	1.46206e-05	0.134301	693.211	135.917	80.4854
MADLP	OL	TACLP	0.387731	5.3083	5.53259e-08	0.126972	585.4	171.219	75.5419
TACHP	TACLP	MADLP	0.355978	2.98513	0.0014173	0.126428	580.018	195.92	93.0525
OH	OL	TACHP	0.0412233	1.5326	0.0626869	0.0269211	598.193	125.369	115.442
OH	OL	TACLP	0.0789481	2.54435	0.00547406	0.0306948	472.092	142.38	121.544
OH	TACHP	TACLP	0.409366	2.8388	0.00226415	0.45569	90.8945	532.355	223.098
OL	TACHP	TACLP	0.384292	2.55243	0.00534873	0.4379	87.9388	519.472	231.052
